"Id","Label","Classification"
"Fernanda Machado","Fernanda Machado","ACTOR"
"Andr-- Ramiro","Andr-- Ramiro","ACTOR"
"Jos-- Padilha","Jos-- Padilha","DIRECTOR"
"White Noise 2: The Light","White Noise 2: The Light","MOVIE"
"Teryl Rothery","Teryl Rothery","ACTOR"
"Craig Fairbrass","Craig Fairbrass","ACTOR"
"Adrian Holmes","Adrian Holmes","ACTOR"
"The Devil Wears Prada","The Devil Wears Prada","MOVIE"
"Rebecca Mader","Rebecca Mader","ACTOR"
"Ladyhawke","Ladyhawke","MOVIE"
"John Wood","John Wood","ACTOR"
"Leo McKern","Leo McKern","ACTOR"
"I Spit on Your Grave","I Spit on Your Grave","MOVIE"
"Sarah Butler","Sarah Butler","ACTOR"
"Daniel Franzese","Daniel Franzese","ACTOR"
"Steven R. Monroe","Steven R. Monroe","DIRECTOR"
"Trapped","Trapped","MOVIE"
"--lafur Darri --lafsson","--lafur Darri --lafsson","ACTOR"
"Ingvar Eggert Sigur--sson","Ingvar Eggert Sigur--sson","ACTOR"
"Bj--rn Hlynur Haraldsson","Bj--rn Hlynur Haraldsson","ACTOR"
"Extreme Movie","Extreme Movie","MOVIE"
"Rich Ceraulo","Rich Ceraulo","ACTOR"
"Vanessa Lee Chester","Vanessa Lee Chester","ACTOR"
"Adam Jay Epstein","Adam Jay Epstein","DIRECTOR"
"The Blue Lagoon","The Blue Lagoon","MOVIE"
"Childless","Childless","MOVIE"
"Diane Venora","Diane Venora","ACTOR"
"Charlie Levi","Charlie Levi","DIRECTOR"
"The Best of Me","The Best of Me","MOVIE"
"Michael Hoffman","Michael Hoffman","DIRECTOR"
"Kindergarten Cop","Kindergarten Cop","MOVIE"
"Piranha 3D","Piranha 3D","MOVIE"
"Kelly Brook","Kelly Brook","ACTOR"
"Meet the Deedles","Meet the Deedles","MOVIE"
"A.J. Langer","A.J. Langer","ACTOR"
"L.I.E.","L.I.E.","MOVIE"
"Adam LeFevre","Adam LeFevre","ACTOR"
"Bruce Altman","Bruce Altman","ACTOR"
"Walter Masterson","Walter Masterson","ACTOR"
"License to Wed","License to Wed","MOVIE"
"Christine Taylor","Christine Taylor","ACTOR"
"Another Happy Day","Another Happy Day","MOVIE"
"Ezra Miller","Ezra Miller","ACTOR"
"Sam Levinson","Sam Levinson","DIRECTOR"
"Scream","Scream","MOVIE"
"Roger Jackson","Roger Jackson","ACTOR"
"Lage Raho Munna Bhai","Lage Raho Munna Bhai","MOVIE"
"Sanjay Dutt","Sanjay Dutt","ACTOR"
"Rajkumar Hirani","Rajkumar Hirani","DIRECTOR"
"Strangerland","Strangerland","MOVIE"
"Nicholas Hamilton","Nicholas Hamilton","ACTOR"
"Reef Ireland","Reef Ireland","ACTOR"
"Sean Keenan","Sean Keenan","ACTOR"
"Kim Farrant","Kim Farrant","DIRECTOR"
"Whatever It Takes","Whatever It Takes","MOVIE"
"Jodi Lyn O'Keefe","Jodi Lyn O'Keefe","ACTOR"
"Marla Sokoloff","Marla Sokoloff","ACTOR"
"David Raynr","David Raynr","DIRECTOR"
"Mortdecai","Mortdecai","MOVIE"
"Ulrich Thomsen","Ulrich Thomsen","ACTOR"
"51 Birch Street","51 Birch Street","MOVIE"
"Carol Block","Carol Block","ACTOR"
"Ellen Block","Ellen Block","ACTOR"
"Mike Block","Mike Block","ACTOR"
"Doug Block","Doug Block","DIRECTOR"
"Ararat","Ararat","MOVIE"
"David Alpay","David Alpay","ACTOR"
"Marie-Jos--e Croze","Marie-Jos--e Croze","ACTOR"
"Charles Aznavour","Charles Aznavour","ACTOR"
"Spy Kids: All the Time in the World in 4D","Spy Kids: All the Time in the World in 4D","MOVIE"
"Blow","Blow","MOVIE"
"Ted Demme","Ted Demme","DIRECTOR"
"Frailty","Frailty","MOVIE"
"Madison","Madison","MOVIE"
"William Shockley","William Shockley","ACTOR"
"William Bindley","William Bindley","DIRECTOR"
"One Man's Hero","One Man's Hero","MOVIE"
"Lance Hool","Lance Hool","DIRECTOR"
"Paul Blart: Mall Cop","Paul Blart: Mall Cop","MOVIE"
"Allen Covert","Allen Covert","ACTOR"
"Cool Runnings","Cool Runnings","MOVIE"
"Doug E. Doug","Doug E. Doug","ACTOR"
"Leon","Leon","ACTOR"
"Malik Yoba","Malik Yoba","ACTOR"
"Jason X","Jason X","MOVIE"
"Lexa Doig","Lexa Doig","ACTOR"
"James Isaac","James Isaac","DIRECTOR"
"Pan's Labyrinth","Pan's Labyrinth","MOVIE"
"Ivana Baquero","Ivana Baquero","ACTOR"
"Maribel Verd--","Maribel Verd--","ACTOR"
"Sergi L--pez","Sergi L--pez","ACTOR"
"North Country","North Country","MOVIE"
"Niki Caro","Niki Caro","DIRECTOR"
"The Boy","The Boy","MOVIE"
"Stephanie Lemelin","Stephanie Lemelin","ACTOR"
"Zoolander","Zoolander","MOVIE"
"Harry Potter and the Order of the Phoenix","Harry Potter and the Order of the Phoenix","MOVIE"
"Groove","Groove","MOVIE"
"Rachel True","Rachel True","ACTOR"
"Ari Gold","Ari Gold","ACTOR"
"Denny Kirkwood","Denny Kirkwood","ACTOR"
"Greg Harrison","Greg Harrison","DIRECTOR"
"The Trouble with Harry","The Trouble with Harry","MOVIE"
"Jerry Mathers","Jerry Mathers","ACTOR"
"John Forsythe","John Forsythe","ACTOR"
"The Muppet Movie","The Muppet Movie","MOVIE"
"Jim Henson","Jim Henson","ACTOR"
"James Frawley","James Frawley","DIRECTOR"
"Platoon","Platoon","MOVIE"
"War of the Worlds","War of the Worlds","MOVIE"
"The Abyss","The Abyss","MOVIE"
"Fabled","Fabled","MOVIE"
"Desmond Askew","Desmond Askew","ACTOR"
"Ari Kirschenbaum","Ari Kirschenbaum","DIRECTOR"
"The Hills Have Eyes","The Hills Have Eyes","MOVIE"
"Dan Byrd","Dan Byrd","ACTOR"
"The Bank Job","The Bank Job","MOVIE"
"The FP","The FP","MOVIE"
"James DeBello","James DeBello","ACTOR"
"Brandon Trost","Brandon Trost","DIRECTOR"
"The Sixth Sense","The Sixth Sense","MOVIE"
"The Book of Eli","The Book of Eli","MOVIE"
"Damnation Alley","Damnation Alley","MOVIE"
"Jan-Michael Vincent","Jan-Michael Vincent","ACTOR"
"Avengers: Age of Ultron","Avengers: Age of Ultron","MOVIE"
"Spice World","Spice World","MOVIE"
"Victoria Beckham","Victoria Beckham","ACTOR"
"Bob Spiers","Bob Spiers","DIRECTOR"
"Barbecue","Barbecue","MOVIE"
"Julie Engelbrecht","Julie Engelbrecht","ACTOR"
"Lionel Abelanski","Lionel Abelanski","ACTOR"
"Eric Lavaine","Eric Lavaine","DIRECTOR"
"Untraceable","Untraceable","MOVIE"
"Jesse Tyler Ferguson","Jesse Tyler Ferguson","ACTOR"
"Smiling Fish & Goat on Fire","Smiling Fish & Goat on Fire","MOVIE"
"Derick Martini","Derick Martini","ACTOR-DIRECTOR"
"Christa Miller","Christa Miller","ACTOR"
"Ion Overman","Ion Overman","ACTOR"
"Kevin Jordan","Kevin Jordan","DIRECTOR"
"The Perez Family","The Perez Family","MOVIE"
"Hoop Dreams","Hoop Dreams","MOVIE"
"William Gates","William Gates","ACTOR"
"Arthur Agee","Arthur Agee","ACTOR"
"Isiah Thomas","Isiah Thomas","ACTOR"
"About Time","About Time","MOVIE"
"Tom Hughes","Tom Hughes","ACTOR"
"Lindsay Duncan","Lindsay Duncan","ACTOR"
"Harry Potter and the Prisoner of Azkaban","Harry Potter and the Prisoner of Azkaban","MOVIE"
"Alfonso Cuar--n","Alfonso Cuar--n","DIRECTOR"
"Punisher: War Zone","Punisher: War Zone","MOVIE"
"Lexi Alexander","Lexi Alexander","DIRECTOR"
"I Dreamed of Africa","I Dreamed of Africa","MOVIE"
"Eva Marie Saint","Eva Marie Saint","ACTOR"
"Halloween 5","Halloween 5","MOVIE"
"Tamara Glynn","Tamara Glynn","ACTOR"
"Dominique Othenin-Girard","Dominique Othenin-Girard","DIRECTOR"
"The Three Musketeers","The Three Musketeers","MOVIE"
"The Broadway Melody","The Broadway Melody","MOVIE"
"Anita Page","Anita Page","ACTOR"
"Bessie Love","Bessie Love","ACTOR"
"Charles King","Charles King","ACTOR"
"Harry Beaumont","Harry Beaumont","DIRECTOR"
"Ray","Ray","MOVIE"
"The Christmas Candle","The Christmas Candle","MOVIE"
"Samantha Barks","Samantha Barks","ACTOR"
"Hans Matheson","Hans Matheson","ACTOR"
"John Stephenson","John Stephenson","DIRECTOR"
"The Heat","The Heat","MOVIE"
"William Xifaras","William Xifaras","ACTOR"
"The Notebook","The Notebook","MOVIE"
"The Chumscrubber","The Chumscrubber","MOVIE"
"Arie Posin","Arie Posin","DIRECTOR"
"BrainDead","BrainDead","MOVIE"
"Megan Hilty","Megan Hilty","ACTOR"
"The Railway Man","The Railway Man","MOVIE"
"Sam Reid","Sam Reid","ACTOR"
"Jonathan Teplitzky","Jonathan Teplitzky","DIRECTOR"
"Can't Hardly Wait","Can't Hardly Wait","MOVIE"
"Housefull","Housefull","MOVIE"
"Arjun Rampal","Arjun Rampal","ACTOR"
"Boman Irani","Boman Irani","ACTOR"
"Sajid Khan","Sajid Khan","DIRECTOR"
"Defendor","Defendor","MOVIE"
"Peter Stebbings","Peter Stebbings","DIRECTOR"
"Transformers: Dark of the Moon","Transformers: Dark of the Moon","MOVIE"
"Lester Speight","Lester Speight","ACTOR"
"Striptease","Striptease","MOVIE"
"3 Men and a Baby","3 Men and a Baby","MOVIE"
"Family Plot","Family Plot","MOVIE"
"Novocaine","Novocaine","MOVIE"
"Lynne Thigpen","Lynne Thigpen","ACTOR"
"Polly Noonan","Polly Noonan","ACTOR"
"David Atkins","David Atkins","DIRECTOR"
"Baghead","Baghead","MOVIE"
"Elise Muller","Elise Muller","ACTOR"
"The Tree of Life","The Tree of Life","MOVIE"
"The Scorch Trials","The Scorch Trials","MOVIE"
"Ki Hong Lee","Ki Hong Lee","ACTOR"
"Rosa Salazar","Rosa Salazar","ACTOR"
"Wes Ball","Wes Ball","DIRECTOR"
"Dragon Wars: D-War","Dragon Wars: D-War","MOVIE"
"Aimee Garcia","Aimee Garcia","ACTOR"
"Hyung-rae Shim","Hyung-rae Shim","DIRECTOR"
"Valkyrie","Valkyrie","MOVIE"
"Stuart Little","Stuart Little","MOVIE"
"The Betrayed","The Betrayed","MOVIE"
"Blaine Anderson","Blaine Anderson","ACTOR"
"Amanda Gusack","Amanda Gusack","DIRECTOR"
"Ravenous","Ravenous","MOVIE"
"Antonia Bird","Antonia Bird","DIRECTOR"
"The Savages","The Savages","MOVIE"
"Gbenga Akinnagbe","Gbenga Akinnagbe","ACTOR"
"Scream 3","Scream 3","MOVIE"
"Kelly Rutherford","Kelly Rutherford","ACTOR"
"Tae Guk Gi: The Brotherhood of War","Tae Guk Gi: The Brotherhood of War","MOVIE"
"Min-sik Choi","Min-sik Choi","ACTOR"
"Bin Won","Bin Won","ACTOR"
"Je-kyu Kang","Je-kyu Kang","DIRECTOR"
"Hero","Hero","MOVIE"
"Alleluia! The Devil's Carnival","Alleluia! The Devil's Carnival","MOVIE"
"Terrance Zdunich","Terrance Zdunich","ACTOR"
"Summer Storm","Summer Storm","MOVIE"
"Kostja Ullmann","Kostja Ullmann","ACTOR"
"Robert Stadlober","Robert Stadlober","ACTOR"
"Marco Kreuzpaintner","Marco Kreuzpaintner","DIRECTOR"
"Lisa Picard Is Famous","Lisa Picard Is Famous","MOVIE"
"Melissa Gilbert","Melissa Gilbert","ACTOR"
"Lords of London","Lords of London","MOVIE"
"Joe Egan","Joe Egan","ACTOR"
"Glen Murphy","Glen Murphy","ACTOR"
"Antonio Simoncini","Antonio Simoncini","DIRECTOR"
"Love Me Tender","Love Me Tender","MOVIE"
"James Drury","James Drury","ACTOR"
"Neville Brand","Neville Brand","ACTOR"
"Debra Paget","Debra Paget","ACTOR"
"Robert D. Webb","Robert D. Webb","DIRECTOR"
"A Fine Step","A Fine Step","MOVIE"
"Justin Baldoni","Justin Baldoni","ACTOR"
"Jonathan Meyers","Jonathan Meyers","DIRECTOR"
"Friday the 13th: A New Beginning","Friday the 13th: A New Beginning","MOVIE"
"Tiffany Helm","Tiffany Helm","ACTOR"
"Melanie Kinnaman","Melanie Kinnaman","ACTOR"
"Dominick Brascia","Dominick Brascia","ACTOR"
"Danny Steinmann","Danny Steinmann","DIRECTOR"
"The Ugly Truth","The Ugly Truth","MOVIE"
"Quarantine","Quarantine","MOVIE"
"Hit and Run","Hit and Run","MOVIE"
"David Palmer","David Palmer","DIRECTOR"
"Vaalu","Vaalu","MOVIE"
"Hansika Motwani","Hansika Motwani","ACTOR"
"T.R. Silambarasan","T.R. Silambarasan","ACTOR"
"Brahmanandam","Brahmanandam","ACTOR"
"Vijay Chandar","Vijay Chandar","DIRECTOR"
"Trainwreck","Trainwreck","MOVIE"
"Amy Schumer","Amy Schumer","ACTOR"
"Josh Segarra","Josh Segarra","ACTOR"
"Tremors","Tremors","MOVIE"
"Reba McEntire","Reba McEntire","ACTOR"
"Ariana Richards","Ariana Richards","ACTOR"
"Michael Gross","Michael Gross","ACTOR"
"Ron Underwood","Ron Underwood","DIRECTOR"
"Heavenly Creatures","Heavenly Creatures","MOVIE"
"Liz Mullane","Liz Mullane","ACTOR"
"The I Inside","The I Inside","MOVIE"
"Roland Suso Richter","Roland Suso Richter","DIRECTOR"
"The Dangerous Lives of Altar Boys","The Dangerous Lives of Altar Boys","MOVIE"
"Michael Harding","Michael Harding","ACTOR"
"Jake Richardson","Jake Richardson","ACTOR"
"Peter Care","Peter Care","DIRECTOR"
"Straight Outta Compton","Straight Outta Compton","MOVIE"
"Aldis Hodge","Aldis Hodge","ACTOR"
"R. Marcos Taylor","R. Marcos Taylor","ACTOR"
"Bee Movie","Bee Movie","MOVIE"
"Steve Hickner","Steve Hickner","DIRECTOR"
"Gamer","Gamer","MOVIE"
"Chain of Command","Chain of Command","MOVIE"
"Jon Osbeck","Jon Osbeck","ACTOR"
"Kevin Carraway","Kevin Carraway","DIRECTOR"
"The Insider","The Insider","MOVIE"
"Michael Mann","Michael Mann","DIRECTOR"
"Laws of Attraction","Laws of Attraction","MOVIE"
"Mike Doyle","Mike Doyle","ACTOR"
"Jindabyne","Jindabyne","MOVIE"
"John Howard","John Howard","ACTOR"
"Deborra-Lee Furness","Deborra-Lee Furness","ACTOR"
"Max Cullen","Max Cullen","ACTOR"
"Ray Lawrence","Ray Lawrence","DIRECTOR"
"The Queen","The Queen","MOVIE"
"Sylvia Syms","Sylvia Syms","ACTOR"
"Alex Jennings","Alex Jennings","ACTOR"
"Jaws","Jaws","MOVIE"
"Murray Hamilton","Murray Hamilton","ACTOR"
"Christmas Mail","Christmas Mail","MOVIE"
"Piper Mackenzie Harris","Piper Mackenzie Harris","ACTOR"
"John Murlowski","John Murlowski","DIRECTOR"
"The Croods","The Croods","MOVIE"
"Kirk De Micco","Kirk De Micco","DIRECTOR"
"Vertical Limit","Vertical Limit","MOVIE"
"I Know What You Did Last Summer","I Know What You Did Last Summer","MOVIE"
"Margin Call","Margin Call","MOVIE"
"Savages","Savages","MOVIE"
"Gary Stretch","Gary Stretch","ACTOR"
"10 Days in a Madhouse","10 Days in a Madhouse","MOVIE"
"Kelly LeBrock","Kelly LeBrock","ACTOR"
"Alexandra Callas","Alexandra Callas","ACTOR"
"Timothy Hines","Timothy Hines","DIRECTOR"
"Election","Election","MOVIE"
"Molly Hagan","Molly Hagan","ACTOR"
"Fear Clinic","Fear Clinic","MOVIE"
"Angelina Armani","Angelina Armani","ACTOR"
"Fiona Dourif","Fiona Dourif","ACTOR"
"Robert Hall","Robert Hall","DIRECTOR"
"The Way of the Gun","The Way of the Gun","MOVIE"
"Kristin Lehman","Kristin Lehman","ACTOR"
"Nicky Katt","Nicky Katt","ACTOR"
"Dylan Kussman","Dylan Kussman","ACTOR"
"Christopher McQuarrie","Christopher McQuarrie","DIRECTOR"
"Swept Away","Swept Away","MOVIE"
"The Descent","The Descent","MOVIE"
"Shauna Macdonald","Shauna Macdonald","ACTOR"
"Craig Conway","Craig Conway","ACTOR"
"The Place Beyond the Pines","The Place Beyond the Pines","MOVIE"
"Angelo Anthony Pizza","Angelo Anthony Pizza","ACTOR"
"The Wild Bunch","The Wild Bunch","MOVIE"
"Snow White and the Huntsman","Snow White and the Huntsman","MOVIE"
"Sam Claflin","Sam Claflin","ACTOR"
"Rupert Sanders","Rupert Sanders","DIRECTOR"
"Half Nelson","Half Nelson","MOVIE"
"Jeff Lima","Jeff Lima","ACTOR"
"Ryan Fleck","Ryan Fleck","DIRECTOR"
"Star Trek: First Contact","Star Trek: First Contact","MOVIE"
"Star Wars: Episode VII - The Force Awakens","Star Wars: Episode VII - The Force Awakens","MOVIE"
"Doug Walker","Doug Walker","ACTOR-DIRECTOR"
"Rob Walker","Rob Walker","ACTOR"
"A Separation","A Separation","MOVIE"
"Shahab Hosseini","Shahab Hosseini","ACTOR"
"Leila Hatami","Leila Hatami","ACTOR"
"Peyman Moaadi","Peyman Moaadi","ACTOR"
"Asghar Farhadi","Asghar Farhadi","DIRECTOR"
"Max Payne","Max Payne","MOVIE"
"Jamie Hector","Jamie Hector","ACTOR"
"Austin Powers: The Spy Who Shagged Me","Austin Powers: The Spy Who Shagged Me","MOVIE"
"Luminarias","Luminarias","MOVIE"
"Jos-- Luis Valenzuela","Jos-- Luis Valenzuela","DIRECTOR"
"Anywhere But Here","Anywhere But Here","MOVIE"
"Eva Amurri Martino","Eva Amurri Martino","ACTOR"
"Assault on Precinct 13","Assault on Precinct 13","MOVIE"
"Drea de Matteo","Drea de Matteo","ACTOR"
"Hugh Dillon","Hugh Dillon","ACTOR"
"Jean-Fran--ois Richet","Jean-Fran--ois Richet","DIRECTOR"
"Force 10 from Navarone","Force 10 from Navarone","MOVIE"
"Franco Nero","Franco Nero","ACTOR"
"Baahubali: The Beginning","Baahubali: The Beginning","MOVIE"
"Tamannaah Bhatia","Tamannaah Bhatia","ACTOR"
"Anushka Shetty","Anushka Shetty","ACTOR"
"Prabhas","Prabhas","ACTOR"
"S.S. Rajamouli","S.S. Rajamouli","DIRECTOR"
"Detroit Rock City","Detroit Rock City","MOVIE"
"Shannon Tweed","Shannon Tweed","ACTOR"
"Mud","Mud","MOVIE"
"Criminal","Criminal","MOVIE"
"Doug Cockle","Doug Cockle","ACTOR"
"Ariel Vromen","Ariel Vromen","DIRECTOR"
"Pirates of the Caribbean: The Curse of the Black Pearl","Pirates of the Caribbean: The Curse of the Black Pearl","MOVIE"
"The Crying Game","The Crying Game","MOVIE"
"Raging Bull","Raging Bull","MOVIE"
"Frank Vincent","Frank Vincent","ACTOR"
"Alone in the Dark","Alone in the Dark","MOVIE"
"Catherine Lough Haggquist","Catherine Lough Haggquist","ACTOR"
"Karin Konoval","Karin Konoval","ACTOR"
"Uwe Boll","Uwe Boll","DIRECTOR"
"Wreck-It Ralph","Wreck-It Ralph","MOVIE"
"Rich Moore","Rich Moore","DIRECTOR"
"Yu-Gi-Oh! Duel Monsters","Yu-Gi-Oh! Duel Monsters","MOVIE"
"Pablo Sevilla","Pablo Sevilla","ACTOR"
"This Is Martin Bonner","This Is Martin Bonner","MOVIE"
"Jan Haley","Jan Haley","ACTOR"
"Paul Eenhoorn","Paul Eenhoorn","ACTOR"
"Demetrius Grosse","Demetrius Grosse","ACTOR"
"Chad Hartigan","Chad Hartigan","DIRECTOR"
"The Frozen Ground","The Frozen Ground","MOVIE"
"Scott Walker","Scott Walker","DIRECTOR"
"Rudderless","Rudderless","MOVIE"
"David Adam Flannery","David Adam Flannery","ACTOR"
"William H. Macy","William H. Macy","DIRECTOR"
"Chicken Tikka Masala","Chicken Tikka Masala","MOVIE"
"Zohra Segal","Zohra Segal","ACTOR"
"Shobu Kapoor","Shobu Kapoor","ACTOR"
"Harmage Singh Kalirai","Harmage Singh Kalirai","DIRECTOR"
"Step Up","Step Up","MOVIE"
"Josh Henderson","Josh Henderson","ACTOR"
"The Last Godfather","The Last Godfather","MOVIE"
"Stephanie Danielson","Stephanie Danielson","ACTOR"
"Empire","Empire","MOVIE"
"Ta'Rhonda Jones","Ta'Rhonda Jones","ACTOR"
"M*A*S*H","M*A*S*H","MOVIE"
"David Ogden Stiers","David Ogden Stiers","ACTOR"
"Jamie Farr","Jamie Farr","ACTOR"
"Mike Farrell","Mike Farrell","ACTOR"
"Spanglish","Spanglish","MOVIE"
"Sarah Steele","Sarah Steele","ACTOR"
"The Brothers","The Brothers","MOVIE"
"Gary Hardwick","Gary Hardwick","DIRECTOR"
"The Raven","The Raven","MOVIE"
"Pam Ferris","Pam Ferris","ACTOR"
"In the Land of Blood and Honey","In the Land of Blood and Honey","MOVIE"
"Jelena Jovanova","Jelena Jovanova","ACTOR"
"Nikola Djuricko","Nikola Djuricko","ACTOR"
"Branko Djuric","Branko Djuric","ACTOR"
"Friday the 13th Part VIII: Jason Takes Manhattan","Friday the 13th Part VIII: Jason Takes Manhattan","MOVIE"
"Peter Mark Richman","Peter Mark Richman","ACTOR"
"Scott Reeves","Scott Reeves","ACTOR"
"Rob Hedden","Rob Hedden","DIRECTOR"
"The Departed","The Departed","MOVIE"
"The Hammer","The Hammer","MOVIE"
"Rian Bishop","Rian Bishop","ACTOR"
"Adam Carolla","Adam Carolla","ACTOR-DIRECTOR"
"Hannibal Rising","Hannibal Rising","MOVIE"
"Stephen Walters","Stephen Walters","ACTOR"
"Richard Brake","Richard Brake","ACTOR"
"Get Low","Get Low","MOVIE"
"Aaron Schneider","Aaron Schneider","DIRECTOR"
"Ronin","Ronin","MOVIE"
"Captain America: The First Avenger","Captain America: The First Avenger","MOVIE"
"The Brass Teapot","The Brass Teapot","MOVIE"
"Ramaa Mosley","Ramaa Mosley","DIRECTOR"
"The Quiet","The Quiet","MOVIE"
"Katy Mixon","Katy Mixon","ACTOR"
"David Gallagher","David Gallagher","ACTOR"
"X-Men","X-Men","MOVIE"
"Ghostbusters","Ghostbusters","MOVIE"
"Kate McKinnon","Kate McKinnon","ACTOR"
"Up Close & Personal","Up Close & Personal","MOVIE"
"Jon Avnet","Jon Avnet","DIRECTOR"
"Friends with Money","Friends with Money","MOVIE"
"Marin Hinkle","Marin Hinkle","ACTOR"
"Jake Cherry","Jake Cherry","ACTOR"
"Duel in the Sun","Duel in the Sun","MOVIE"
"Joseph Cotten","Joseph Cotten","ACTOR"
"Jennifer Jones","Jennifer Jones","ACTOR"
"Duplex","Duplex","MOVIE"
"Harvey Fierstein","Harvey Fierstein","ACTOR"
"The Young Unknowns","The Young Unknowns","MOVIE"
"Arly Jover","Arly Jover","ACTOR"
"Catherine Jelski","Catherine Jelski","DIRECTOR"
"Compliance","Compliance","MOVIE"
"Matt Servitto","Matt Servitto","ACTOR"
"James McCaffrey","James McCaffrey","ACTOR"
"Craig Zobel","Craig Zobel","DIRECTOR"
"Chocolat","Chocolat","MOVIE"
"Leslie Caron","Leslie Caron","ACTOR"
"Hugh O'Conor","Hugh O'Conor","ACTOR"
"A Sound of Thunder","A Sound of Thunder","MOVIE"
"Jemima Rooper","Jemima Rooper","ACTOR"
"Chicken Run","Chicken Run","MOVIE"
"Julia Sawalha","Julia Sawalha","ACTOR"
"Peter Lord","Peter Lord","DIRECTOR"
"The Polar Express","The Polar Express","MOVIE"
"Peter Scolari","Peter Scolari","ACTOR"
"Commando","Commando","MOVIE"
"Daddy Day Camp","Daddy Day Camp","MOVIE"
"Fred Savage","Fred Savage","DIRECTOR"
"The Host","The Host","MOVIE"
"Rachel Roberts","Rachel Roberts","ACTOR"
"Raise the Titanic","Raise the Titanic","MOVIE"
"Jerry Jameson","Jerry Jameson","DIRECTOR"
"Frenzy","Frenzy","MOVIE"
"Bernard Cribbins","Bernard Cribbins","ACTOR"
"Clive Swift","Clive Swift","ACTOR"
"The Evil Dead","The Evil Dead","MOVIE"
"Betsy Baker","Betsy Baker","ACTOR"
"Beyond the Mat","Beyond the Mat","MOVIE"
"Terry Funk","Terry Funk","ACTOR"
"Vince McMahon","Vince McMahon","ACTOR"
"Mick Foley","Mick Foley","ACTOR"
"Barry W. Blaustein","Barry W. Blaustein","DIRECTOR"
"The Order","The Order","MOVIE"
"Benno F--rmann","Benno F--rmann","ACTOR"
"Down to Earth","Down to Earth","MOVIE"
"Desert Dancer","Desert Dancer","MOVIE"
"Marama Corlett","Marama Corlett","ACTOR"
"Richard Raymond","Richard Raymond","DIRECTOR"
"Spy Kids 2: Island of Lost Dreams","Spy Kids 2: Island of Lost Dreams","MOVIE"
"Emily Osment","Emily Osment","ACTOR"
"Idiocracy","Idiocracy","MOVIE"
"Anthony 'Citric' Campos","Anthony 'Citric' Campos","ACTOR"
"My Last Day Without You","My Last Day Without You","MOVIE"
"Marlene Forte","Marlene Forte","ACTOR"
"Stefan C. Schaefer","Stefan C. Schaefer","DIRECTOR"
"Narc","Narc","MOVIE"
"Born to Fly: Elizabeth Streb vs. Gravity","Born to Fly: Elizabeth Streb vs. Gravity","MOVIE"
"Elizabeth Streb","Elizabeth Streb","ACTOR"
